route_distance_km,traffic_index,weather,vehicle_age_years,package_weight_kg,priority,warehouse_delay_hr,stop_count,weekend,delivery_time_hr
21.3,47.224011192925424,Rain,7,3.3,Standard,1.0815836412650641,7,0,7.93
27.9,61.801898816498216,Rain,4,4.35,Standard,1.4644801112970365,7,0,6.2
14.6,30.220942630191708,Clear,8,2.66,Express,0.47535094003532447,6,0,3.84
12.1,28.890104081523322,Clear,6,2.71,Standard,1.7345732320880367,4,0,3.49
18.4,61.85715104248143,Rain,5,11.1,Express,1.4570277550378452,8,0,6.9
53.6,46.99094265168095,Storm,6,5.43,Standard,1.1528656823607593,13,0,11.88
19.4,38.77308807590519,Clear,3,2.37,Standard,0.9075543905076333,9,0,5.59
9.7,65.86071711305176,Storm,2,2.73,Express,1.023384589307979,4,1,5.81
23.9,40.38541013605612,Clear,8,8.6,Standard,1.6309358054664673,6,0,6.74
19.3,50.05877860811936,Clear,7,4.36,Standard,1.6565057618314916,5,0,6.19
44.6,38.86965157649477,Clear,3,5.88,Express,1.7344627098685503,9,0,7.3
51.7,60.461869352496834,Clear,5,2.33,Express,0.8289287823139022,11,1,7.99
20.8,78.97737146890194,Clear,1,2.14,Standard,1.1884770154990292,5,0,5.03
29.6,21.501281272021934,Clear,7,7.33,Standard,1.7404825546354359,9,0,6.06
30.9,57.02783839751162,Clear,3,2.87,Express,0.3633987755585252,7,0,4.45
25.3,70.4185919539543,Clear,6,2.84,Express,0.5771082023971874,7,0,4.37
23.0,47.413400548496085,Clear,7,2.22,Express,0.8112256641094349,9,0,3.64
15.6,34.64123726267407,Storm,8,5.73,Standard,1.4297191165855847,5,0,8.16
8.9,62.577343488293266,Clear,6,3.42,Express,1.4406205055030359,7,1,4.98
15.5,73.0297630607878,Clear,4,1.33,Standard,0.6383951221614453,3,0,4.5
24.8,71.02939919761843,Clear,4,2.05,Standard,0.0,7,0,4.05
11.4,61.58636808246689,Clear,4,6.5,Standard,0.9723287610071771,3,0,5.47
28.9,56.762447276955555,Rain,7,3.47,Standard,0.15717870387011923,9,0,5.5
26.9,38.817774003082576,Clear,1,5.77,Standard,0.0,4,1,4.21
19.3,70.57440910619096,Rain,5,3.9,Standard,0.0,4,0,5.18
22.4,69.57922264034514,Clear,8,1.46,Standard,1.0284667054918923,6,1,7.49
12.5,34.5149502642052,Clear,7,4.17,Standard,1.752726152652965,7,1,6.85
39.1,61.56063510123684,Clear,2,2.92,Standard,0.8272261613653707,10,0,7.33
38.8,66.75082975935614,Clear,8,2.09,Standard,0.9479664582521753,8,1,8.37
13.6,70.87804789735912,Clear,6,2.22,Standard,1.6280264572145478,3,0,8.14
13.8,53.65018685571003,Clear,6,5.68,Standard,0.0,7,0,4.65
15.6,39.56378366536941,Clear,7,3.55,Standard,1.1641234951201902,4,0,6.03
34.2,45.96190876244719,Clear,7,3.38,Standard,0.7918871509768252,7,0,6.82
30.9,36.86950254779269,Storm,5,7.79,Express,1.196240221182447,10,0,9.16
43.2,54.08090802793032,Clear,1,1.85,Express,0.46156126411732884,12,0,6.64
45.7,50.55606286176357,Clear,7,2.83,Express,0.22744389670146248,13,0,5.62
10.8,93.61065557383674,Clear,4,1.97,Standard,0.8983562329999238,3,0,4.39
33.6,71.10418856388637,Clear,5,4.12,Standard,1.9544339263341233,6,0,7.73
44.8,72.45186520400375,Clear,2,3.42,Standard,1.402637073179024,11,0,7.68
21.7,63.48434483489912,Rain,4,2.36,Express,0.444615060873936,7,0,5.15
25.6,48.388282359966674,Storm,2,2.56,Standard,0.0,8,0,7.78
23.7,50.04298074127467,Clear,3,5.33,Standard,0.0,9,0,4.68
24.2,51.69035260330083,Clear,2,6.2,Standard,1.721269616295337,4,0,6.06
39.0,58.38819890862041,Clear,4,2.05,Standard,0.13144239830492077,11,0,6.02
58.7,62.00505658402207,Clear,3,12.6,Express,0.5721406109035445,12,0,8.34
50.2,55.012755298249395,Clear,4,1.12,Express,1.7248477882543034,13,0,5.77
19.8,49.7692274078236,Clear,6,1.42,Express,0.0,5,1,3.04
29.7,44.305918651216274,Clear,4,2.49,Standard,1.844585156632541,7,0,6.95
16.9,29.932322359901434,Rain,3,1.78,Express,0.6224516822752487,4,0,4.76
17.8,78.10082497083972,Clear,2,1.63,Standard,0.0,3,0,2.88
25.0,94.69953222877746,Clear,6,6.11,Express,0.6268543509957608,7,0,4.91
17.5,76.58806205670851,Rain,1,4.22,Standard,0.2941822530189657,4,0,5.43
18.9,32.33681873324657,Clear,1,3.19,Standard,1.108573859234001,7,0,3.22
29.3,69.16629825353606,Rain,8,2.1,Standard,0.34630729627855567,9,0,6.42
33.4,73.4279734291747,Clear,1,1.47,Standard,0.0,11,0,4.07
32.9,47.73812142481556,Rain,1,1.42,Express,0.6456062259137074,9,1,6.81
33.1,63.80069031350252,Rain,5,6.09,Express,0.0,9,0,5.52
12.9,46.78654541459285,Clear,1,5.93,Standard,0.9430239187918239,7,0,6.27
17.1,82.52072190664732,Rain,3,2.53,Standard,0.0,4,1,6.39
26.5,61.576676599875654,Clear,7,1.06,Standard,0.45839103777953993,5,0,4.44
43.8,38.49120115532113,Storm,1,4.45,Express,0.9278114629500354,11,1,7.78
75.2,67.05654576416809,Clear,4,2.53,Standard,0.6512788924760115,15,0,8.97
30.3,74.05805212282445,Clear,7,5.47,Standard,0.9753011981007315,12,0,7.43
37.2,58.566369720445756,Clear,1,1.4,Standard,1.2762010160024297,12,0,6.96
12.2,63.62995045137883,Storm,7,3.18,Standard,0.0,8,1,6.58
36.7,53.74443827388164,Clear,2,1.31,Express,0.7549217215627045,9,0,5.43
64.9,34.582951843367795,Storm,3,1.82,Standard,0.0,16,1,10.13
17.0,52.268792348430864,Rain,3,1.79,Standard,0.9731333111777667,5,0,5.21
19.3,64.41471339334404,Clear,8,2.5,Express,0.5894301087376105,7,0,3.86
39.7,52.69551637630172,Rain,7,6.41,Standard,0.1115851655654202,8,1,7.73
26.3,69.41377768131264,Storm,8,3.29,Standard,1.021003595607567,3,0,7.45
8.5,47.94073189844349,Clear,6,4.92,Standard,1.6208883040295472,3,1,5.77
19.9,49.121365105885104,Clear,5,3.16,Standard,0.4667875766807399,4,0,4.51
51.6,69.96015996389028,Clear,4,2.27,Standard,0.13862985683079598,15,1,8.01
22.4,58.993345302454806,Clear,7,0.64,Express,0.9155176837070982,9,0,5.94
22.3,47.58901153919935,Clear,3,1.45,Express,0.0,4,0,2.61
38.4,73.60849676815523,Clear,8,3.0,Express,0.33773304062512266,12,1,7.3
30.9,42.6027570768905,Clear,2,3.35,Express,1.6556815131553515,10,0,5.91
21.7,41.91491873768772,Clear,1,5.48,Standard,0.8435254608686014,4,0,4.71
18.6,10.0,Clear,3,0.87,Standard,0.0,5,0,2.66
93.6,45.02856612560595,Rain,2,9.97,Standard,0.0,20,0,11.72
47.3,78.55690022060108,Rain,1,0.64,Express,0.9134599848527429,13,1,7.94
33.1,17.6987316488961,Clear,5,2.87,Standard,1.4036734031423812,7,0,5.13
34.2,37.86543747587409,Rain,3,2.0,Standard,0.0,9,0,4.59
24.3,62.903234006023055,Rain,8,1.47,Standard,1.114798825247556,6,0,7.15
30.7,14.592398069930901,Storm,3,7.49,Standard,1.7312404552428031,9,1,10.27
23.0,45.807424956824235,Clear,7,2.05,Standard,2.121501291571047,6,0,6.97
16.2,75.53553788099343,Clear,7,0.82,Express,1.0318559319019134,4,0,4.24
31.3,91.7744644332818,Storm,2,1.18,Standard,1.154761816186732,8,0,9.19
21.9,60.22443818200658,Storm,8,5.91,Express,0.0,9,0,7.46
32.1,38.32359367165989,Rain,6,1.22,Standard,2.2698267835971926,8,1,8.93
35.2,37.71768270433091,Rain,7,1.0,Express,0.3971568508327151,7,0,4.5
33.0,57.60834344795627,Clear,4,3.39,Express,0.1465701891024711,9,0,3.84
15.5,60.05733978097178,Clear,5,2.49,Express,0.6213557058922629,5,0,3.36
20.7,88.44271768104849,Clear,4,4.02,Standard,1.8581713899298018,4,1,7.15
22.2,72.47448734566966,Clear,3,2.28,Standard,2.345632233280484,10,0,7.09
41.9,56.51391678199283,Rain,4,4.73,Standard,0.8877860756330911,10,0,6.62
40.8,48.96626944133046,Clear,1,1.09,Standard,1.4986589208225587,10,0,7.94
17.6,100.0,Clear,5,0.95,Standard,0.8302428340798528,6,1,5.73
12.8,66.27870639992612,Storm,4,3.6,Express,0.0735431688872713,7,0,5.76
77.0,42.96246915560419,Clear,1,2.49,Standard,1.8337205695518035,15,0,10.65
32.3,50.9567873753534,Storm,2,2.19,Standard,0.36451076375052777,9,0,5.68
11.9,39.2058146799442,Storm,4,4.45,Standard,1.8748715413603176,8,0,7.68
19.1,11.718108534692988,Clear,5,10.85,Express,1.7089789308383585,6,1,5.9
42.7,60.62771784173181,Clear,1,0.96,Express,1.2298253847700458,9,0,5.4
67.4,87.08417589803166,Clear,4,6.56,Standard,2.080282329378047,15,1,11.58
61.8,25.649970359548526,Clear,2,4.57,Standard,2.362642223230017,15,0,10.64
31.6,55.99472672582232,Clear,4,2.13,Express,0.677329645924982,10,0,5.48
26.0,42.27571397552325,Clear,1,7.84,Standard,0.23384411710849817,7,0,6.02
14.8,64.38704546025734,Storm,4,1.18,Standard,0.0,6,1,6.51
27.1,51.898057178957814,Clear,5,3.93,Express,2.3712775788011795,5,0,5.1
15.8,30.51901622048318,Rain,3,2.64,Express,0.4922225937570853,3,1,2.48
20.8,37.340133148904755,Clear,8,2.13,Standard,1.5945257999712177,5,0,4.44
39.6,40.054590424284264,Clear,8,1.31,Standard,0.2811212427433618,12,0,6.32
22.9,79.19772774376975,Rain,1,13.56,Standard,1.8767859486384244,7,1,9.9
22.1,78.27866698474271,Clear,1,2.12,Standard,0.30991768572921075,7,1,5.13
25.3,49.39573803197145,Clear,1,0.47,Standard,0.0,7,0,3.56
82.9,77.10046180212424,Rain,1,5.06,Standard,0.6540454983323748,20,0,12.95
13.9,51.882690890868865,Rain,4,3.71,Standard,0.42775700932685395,4,0,4.43
29.9,49.12007034789663,Rain,5,2.47,Standard,1.2174098498228487,9,0,7.82
59.0,56.028121129921146,Clear,8,2.31,Standard,0.7640235509652336,13,0,8.18
25.2,60.12685501522545,Clear,2,2.84,Standard,1.239391676186345,10,0,6.08
46.8,45.00199372842997,Storm,8,5.08,Standard,0.5962849688402942,10,0,10.37
12.3,55.39358335928001,Storm,5,3.75,Standard,0.3344248402868364,3,0,7.29
23.3,69.17180510163742,Clear,1,4.16,Standard,0.3915076164727486,7,1,5.46
16.7,57.33171350570885,Rain,6,4.15,Standard,2.2314571586217182,5,0,8.06
25.1,55.77009223823776,Clear,4,5.23,Express,0.9576196525588552,8,0,5.49
25.4,63.89524385705431,Clear,6,6.21,Standard,0.0,7,1,6.04
26.7,67.00070909545497,Clear,4,1.85,Express,0.43585369058214335,6,0,4.29
39.5,53.872915264967396,Clear,1,3.39,Standard,0.8678062227331129,12,0,6.17
7.0,46.46474097259332,Clear,4,6.03,Standard,2.0917797768752653,5,0,5.64
18.7,58.405659462536235,Clear,1,1.84,Standard,1.5200891011229296,8,0,5.09
28.9,26.308652863180612,Clear,5,6.9,Standard,0.15479751446265955,7,1,6.43
8.7,51.214204080930614,Rain,7,1.82,Express,2.492849027500716,4,0,5.74
35.4,10.511921650343304,Rain,3,3.84,Express,0.7781877446389657,9,0,4.5
18.5,24.83574789814299,Clear,4,2.5,Express,1.6724308677524613,7,0,3.85
23.5,22.128654710499205,Rain,1,2.22,Standard,0.0,8,1,2.68
40.4,73.85233136415492,Clear,6,4.02,Standard,0.0,10,0,6.13
47.9,55.25167268744785,Clear,1,6.24,Standard,0.0,9,0,6.49
35.9,32.28311758210597,Rain,6,2.45,Standard,0.0,12,0,6.26
13.7,63.839188782016414,Clear,8,6.6,Standard,2.2784625290770357,6,0,8.76
35.0,72.79578062859733,Clear,4,1.78,Express,0.9501730432204912,8,0,5.87
36.2,64.15274001065272,Clear,2,6.3,Express,0.1527491870863782,10,0,5.84
32.7,51.60321768713345,Rain,6,3.22,Standard,1.1168368209860846,6,0,5.84
51.8,59.18475913154861,Clear,1,3.69,Standard,0.9325338253261162,14,0,7.55
27.1,71.22693759656917,Rain,4,1.28,Standard,1.2346533769297938,5,0,6.24
50.8,46.553574922072194,Clear,1,2.16,Standard,1.646671980795388,12,0,7.15
50.7,55.53760461864086,Rain,2,2.94,Standard,0.5970551928824893,13,1,7.98
36.7,50.370525197084234,Rain,3,5.81,Express,0.18411248572930927,11,0,4.91
30.2,25.958514652255257,Rain,7,2.59,Standard,1.3794426500603425,8,0,5.99
32.8,71.49822725159743,Clear,7,1.68,Standard,1.3616329445191262,10,0,7.72
57.5,92.03089356989219,Clear,2,3.49,Standard,0.8705150656849415,13,0,8.48
43.7,39.27169681765858,Rain,5,9.26,Standard,2.324287932076541,11,0,9.89
14.6,72.32824422795338,Clear,4,3.74,Express,0.4935245139968435,5,1,4.34
31.8,39.84411196429119,Clear,2,2.57,Standard,0.1700994198553123,8,0,5.64
16.3,57.390180671387164,Clear,3,3.51,Express,1.0926639992546212,3,1,4.41
18.2,82.14422092821599,Rain,1,1.59,Standard,0.3275435001605513,4,1,6.01
21.3,45.632098262942,Clear,4,7.16,Standard,1.146861566901427,7,0,5.5
11.7,54.735644540946275,Clear,8,7.09,Standard,0.21689422091239208,4,1,4.83
15.7,22.57294606285462,Clear,6,1.55,Standard,0.5198304019476803,5,0,3.96
53.3,43.04432180896784,Clear,2,6.98,Express,2.1235882940274156,12,0,9.76
18.1,20.687098203987297,Rain,8,3.53,Express,0.5160888502766249,4,0,5.26
39.6,62.72520615774997,Clear,8,4.63,Express,0.24080391918789268,9,0,6.19
28.3,69.96947606112839,Clear,3,2.98,Standard,1.6194751520945503,7,1,7.22
34.3,51.01057204172552,Rain,8,3.14,Express,0.0642706347993145,9,1,7.25
35.0,60.14596541062226,Rain,2,1.94,Express,0.31493973889705246,10,1,6.68
15.3,49.13685180549195,Clear,5,1.57,Standard,1.2035927843562961,5,0,3.04
39.4,68.32981658573985,Rain,7,1.51,Express,1.4568879967113042,8,0,6.41
13.0,57.33031483225358,Rain,7,5.92,Standard,1.6543334737567523,3,0,7.09
17.7,19.258059595535933,Rain,4,3.38,Standard,0.27694471744566074,9,0,3.72
34.8,71.91965472567077,Clear,1,1.62,Standard,1.217206071090284,7,0,5.51
14.8,47.988229697503236,Clear,3,3.2,Express,0.47372426031907433,4,0,2.57
8.3,32.13316951824872,Rain,2,0.85,Standard,0.37604105654255743,4,0,3.46
31.0,47.099188497807944,Rain,4,1.59,Standard,1.6422489476045996,9,0,7.12
10.6,20.762746326164084,Clear,2,6.29,Standard,0.4153119228982897,5,0,3.6
36.4,32.50199239769722,Clear,4,2.09,Standard,0.994743217214686,9,0,6.53
22.1,57.573092982077,Clear,7,5.81,Standard,0.9089056284614472,7,1,6.46
30.8,59.08081035413019,Clear,8,2.82,Standard,0.05047193656304827,8,0,5.18
30.5,60.515899016593025,Clear,5,4.65,Standard,1.4762649987494245,8,0,5.98
37.8,55.05777761974296,Clear,2,1.32,Express,1.1921966255752676,10,1,6.78
35.3,42.528427777503786,Rain,5,4.21,Express,0.0,11,1,5.73
14.7,54.019735489709824,Clear,6,0.53,Express,0.9941947778661403,5,1,3.29
22.8,47.13026595493807,Rain,6,2.22,Standard,0.2589185960833654,7,0,5.69
30.8,25.73593123464669,Clear,8,6.5,Standard,1.5679527144888394,10,0,6.71
51.3,41.09653016180941,Clear,7,3.07,Standard,0.0,14,1,7.01
35.4,71.01174216104243,Clear,3,1.54,Standard,0.5504661219593192,11,1,6.86
49.1,83.58929473698899,Clear,5,6.16,Express,1.053417185691926,9,0,7.25
31.6,66.7229507941364,Rain,4,9.96,Standard,0.8380382058993127,10,0,10.27
44.1,82.78655969786345,Rain,3,2.53,Express,1.33407077969978,12,0,7.88
29.5,56.53699498242925,Clear,2,0.9,Standard,0.0,7,0,4.82
43.2,86.3627695246457,Clear,2,3.1,Express,1.9563400358071645,11,0,6.12
21.5,91.98079192591445,Clear,4,4.83,Standard,1.16760126115179,8,0,6.06
54.3,23.797549035348617,Rain,1,2.62,Standard,1.7518027491006272,12,1,8.29
33.4,58.986879528390986,Rain,8,0.59,Standard,1.4119681184632693,9,0,6.87
11.7,56.55574340357576,Clear,1,4.52,Standard,0.7918729198814696,6,1,5.43
31.3,47.366131319486215,Rain,8,1.78,Standard,0.0,7,0,6.6
35.5,63.85447968672496,Rain,2,2.2,Standard,0.40551277312590944,9,0,6.85
40.1,55.740251235553785,Clear,8,0.93,Standard,1.9126943330038042,10,0,7.51
63.9,41.761919432943216,Clear,7,0.44,Express,1.7698064471594677,14,1,8.03
19.7,54.521108109334335,Rain,7,1.29,Standard,0.36628001392741705,5,0,6.11
64.1,76.68270242863102,Rain,4,2.07,Express,0.0,15,0,9.5
26.0,58.28568574388816,Clear,1,2.04,Standard,0.6511171859864169,8,1,5.69
17.3,66.28518546861038,Clear,5,7.37,Standard,0.5986079783096185,6,0,6.44
20.0,50.01304419497636,Clear,2,1.41,Standard,0.6251591715717317,5,1,4.95
34.4,63.13715218272907,Clear,6,5.5,Standard,1.169977441281981,10,1,8.49
16.0,33.23413845130276,Rain,5,3.3,Standard,1.4133488055251644,4,1,5.44
21.7,46.00503101044374,Clear,4,8.04,Standard,1.4932096829696668,4,0,5.95
30.9,53.1519650458133,Rain,6,2.85,Standard,1.111996398094757,8,0,7.47
54.1,32.02595342872232,Rain,5,0.64,Standard,0.0,15,1,8.73
39.6,40.0560990599391,Clear,1,2.68,Standard,0.5611601871146932,11,0,5.28
26.5,60.63601183433005,Clear,8,0.46,Standard,2.4128628484844326,7,0,5.55
34.4,57.336974493184584,Clear,7,1.27,Standard,1.0619517143617347,8,1,6.41
29.4,69.51457764383876,Rain,1,2.71,Standard,1.0574736979107056,7,0,7.54
13.6,44.19080167266705,Clear,6,2.76,Standard,1.0516401578417005,5,1,4.03
58.9,56.03684006809435,Clear,8,5.38,Standard,1.0907657357541929,12,1,8.55
54.5,42.90638660409109,Rain,8,3.99,Standard,0.0,12,1,8.63
24.9,67.71031388396787,Clear,8,7.55,Express,0.6323329781622521,7,0,5.62
20.3,76.43343008845446,Rain,3,5.38,Express,0.7734750177437174,4,0,5.95
13.8,63.69984689055045,Storm,7,4.97,Standard,1.6970467794773887,4,0,7.37
35.4,74.10149697297848,Clear,2,9.45,Standard,0.8333710262356072,10,0,7.48
35.6,55.584997531981514,Clear,6,5.21,Standard,0.0,9,0,6.9
16.7,69.50068902991316,Storm,4,6.77,Standard,1.1010624093202266,5,0,7.26
29.5,56.35751936702429,Storm,2,0.86,Express,0.23732274623007843,7,0,6.99
38.9,36.55129480145618,Clear,5,2.42,Express,0.0,12,0,3.92
19.6,59.44098499657491,Clear,7,3.88,Standard,0.2160886672983935,5,1,5.91
23.4,37.08465951177083,Clear,4,3.16,Standard,1.179752960765161,7,0,5.13
23.3,97.10432112824039,Storm,4,1.74,Express,1.6811328678320479,6,0,7.06
17.2,48.98641314204398,Clear,1,5.0,Express,1.1380509616243106,5,0,3.82
23.6,66.61068139808195,Clear,5,5.77,Standard,1.242416256531915,7,1,7.48
10.7,54.7765620485393,Rain,1,2.84,Standard,1.1311316909866007,2,0,4.98
22.6,32.7949583673537,Clear,1,2.5,Standard,0.8709290238023278,7,0,5.46
22.8,20.826585458837712,Clear,8,2.1,Standard,1.2878514444739304,8,0,6.52
25.1,68.48225119133436,Clear,7,5.14,Express,0.0,10,0,4.06
33.1,82.88813668187908,Rain,3,2.47,Express,0.8777618459133832,8,1,5.94
13.2,41.77353327021355,Clear,1,3.09,Standard,0.06855247576442391,5,1,2.85
14.5,25.179534647927376,Rain,2,6.33,Express,1.6140318007808974,8,0,5.0
17.0,49.14707081641075,Rain,4,3.64,Standard,0.6969912863481977,7,0,6.61
12.5,38.13189318570281,Clear,7,3.09,Standard,0.8216636617874812,4,1,5.26
35.0,43.29431776248233,Clear,1,1.98,Standard,0.0,8,1,4.74
19.2,65.98672659505513,Clear,6,2.98,Standard,1.511781622308996,7,0,6.15
25.5,54.09166514674891,Clear,2,1.78,Standard,1.2391296841916666,6,0,6.42
16.3,40.068863940123684,Rain,5,3.49,Standard,1.1898635176383523,7,0,7.56
21.4,65.59301415270151,Rain,4,2.16,Express,0.23088400348182447,7,0,4.88
30.3,67.00370221136424,Clear,7,2.36,Express,0.258452108543309,9,0,2.85
31.0,48.93296525119675,Clear,6,2.99,Standard,0.9565196181121337,8,1,6.79
14.8,57.48249737652508,Clear,7,8.15,Standard,0.3138511128263643,4,1,6.42
24.9,64.36903389538554,Rain,7,3.83,Standard,1.104425073874137,9,1,8.08
16.4,62.66985635770115,Clear,6,1.28,Express,0.0,5,0,3.54
24.4,55.73105356537959,Clear,5,2.47,Standard,0.4587188105153852,6,0,5.19
18.4,80.78655012805532,Clear,6,2.01,Standard,2.057727425798544,6,0,5.71
60.8,65.48825463427335,Clear,2,1.95,Standard,1.1076400795970354,14,0,7.71
38.8,46.88777770304081,Clear,8,2.0,Standard,0.9167555651716949,8,1,6.66
31.7,46.995956781419714,Clear,7,2.52,Standard,2.1896585749699495,7,0,7.98
22.4,44.954445697539875,Clear,5,1.81,Express,0.0,6,1,3.06
39.4,66.3781770501006,Rain,7,1.82,Express,0.22928221964832485,11,0,6.69
25.2,43.790543919965685,Clear,6,2.02,Standard,0.5191787797768277,6,0,5.03
57.6,47.351816394349484,Clear,5,1.95,Standard,1.400845863103773,11,0,9.23
41.4,74.04440298608463,Clear,5,1.62,Standard,1.4129594542597654,7,0,7.07
21.3,58.449375317213004,Clear,1,4.4,Express,0.1937953037121618,4,0,2.1
54.3,76.57358728818137,Clear,1,2.29,Standard,1.4985680254997846,15,0,9.19
22.4,69.36507772034216,Clear,8,2.6,Standard,0.5176796628748048,7,0,7.1
62.6,33.81990707673886,Clear,1,2.46,Standard,1.648147737954417,15,1,9.61
55.8,53.16160495166738,Clear,6,1.9,Standard,0.07715011131455962,14,1,7.06
30.2,72.81908271943377,Clear,4,1.58,Standard,0.7136818806536877,8,1,5.49
10.9,33.000830827281774,Clear,2,4.67,Standard,0.45688287923640786,4,1,3.47
29.0,62.55479476645617,Rain,6,1.64,Standard,1.5392212600959998,9,1,9.57
14.1,54.29374347342261,Clear,7,1.7,Standard,0.4340531484036803,5,0,3.96
18.6,23.413802641797034,Clear,1,5.57,Standard,0.7702860296917708,8,0,4.31
19.4,57.153867481340804,Clear,5,2.04,Standard,1.1547679783641345,7,0,5.29
14.0,39.92557570972241,Clear,6,2.97,Standard,1.1816809381182836,4,1,4.98
29.1,33.98226792190433,Clear,5,2.38,Standard,1.42086682523122,7,0,7.03
17.5,55.16453216480739,Clear,8,2.9,Standard,0.9477873437912667,4,0,4.33
23.0,20.244647093445877,Rain,7,7.23,Express,0.5072257593041183,8,1,6.89
19.5,42.86277473347212,Clear,5,1.78,Standard,0.5552108782488747,5,0,4.36
33.1,100.0,Clear,5,4.41,Standard,0.8179706206453284,7,1,8.43
31.9,66.70400308132497,Rain,8,4.66,Standard,0.9747147332520684,9,1,9.63
22.0,39.13435168898764,Storm,3,4.44,Standard,0.6969798465060946,6,0,7.18
34.0,80.27498692180714,Clear,4,7.03,Standard,0.8134423946758831,9,0,7.11
46.9,37.14321590601159,Clear,2,0.6,Express,0.0,14,1,5.4
7.7,45.033487243561495,Clear,2,1.05,Standard,1.2671486991182748,5,0,3.93
18.9,34.320674621272815,Clear,1,1.55,Standard,0.926778602222601,6,1,3.47
15.4,59.60943781598837,Clear,3,2.12,Express,1.5013092894787619,3,1,5.72
18.0,79.63533319774831,Clear,6,3.53,Express,0.8001123551849595,5,0,4.77
7.0,37.017887813922584,Rain,8,1.61,Express,0.0,4,0,2.14
7.5,17.912025326636396,Clear,6,1.6,Express,0.5490876674853276,2,0,1.0
5.2,74.63740014134956,Clear,2,3.17,Express,0.6600490538171083,6,0,1.64
19.8,82.96840901957825,Clear,4,4.09,Standard,1.320032313803519,6,0,6.81
19.5,19.088551604534807,Rain,5,2.94,Standard,0.0,6,1,4.55
50.3,63.280978146036,Clear,7,4.22,Standard,0.8288256618642544,11,0,7.58
27.9,59.077096338075194,Clear,1,0.91,Standard,1.1595726510553144,8,1,6.38
33.5,40.82544451202041,Clear,4,1.81,Express,0.3369584803029363,7,0,3.66
130.8,29.901597999953808,Clear,2,1.5,Standard,0.8522396068717932,31,0,13.69
7.7,72.851506218038,Clear,3,2.04,Standard,0.3610744435951089,6,0,4.04
58.1,58.22326956622951,Clear,1,2.83,Express,0.28929894674572676,15,1,7.01
25.3,59.57967623368097,Clear,8,0.76,Express,0.5141061049080782,5,0,2.83
20.7,43.80815164900238,Clear,2,2.03,Standard,0.30251560527309257,6,0,3.41
19.0,40.56563431990077,Clear,6,1.8,Express,1.2785328183554328,8,1,5.42
30.7,10.810476257068963,Rain,1,0.97,Standard,0.28553368621523567,9,0,4.44
20.7,50.89549546387217,Clear,8,4.29,Standard,0.16796299506645096,5,0,5.69
13.8,80.89887483017601,Clear,2,2.93,Standard,2.0375500667876736,4,0,7.73
19.4,38.975420439124235,Clear,6,2.05,Standard,1.4725180082768248,5,1,6.23
31.1,27.596535503198684,Clear,7,7.83,Standard,0.0,7,0,6.69
36.5,62.841962196226035,Storm,6,1.03,Express,0.2646621971032266,12,0,7.9
61.2,66.16143997203405,Clear,5,8.1,Express,0.9697240802058976,11,0,7.95
27.3,44.45369270773884,Clear,8,2.5,Express,1.0266285470620453,8,1,5.68
48.3,48.72223963540645,Clear,8,1.7,Standard,0.0,10,0,7.74
23.4,59.75025610993765,Storm,3,2.09,Standard,1.6109958449756254,5,0,7.55
25.1,52.20010956467212,Rain,8,2.25,Standard,1.3776570934271382,4,0,5.89
24.4,73.00232804357168,Clear,5,8.76,Standard,1.137331142428237,6,0,6.19
29.0,98.87036636663595,Clear,2,3.54,Standard,1.7497099434984849,10,1,8.01
39.8,24.235056006571796,Clear,7,1.33,Standard,1.1166029947996425,10,0,5.54
20.3,77.13559235004365,Clear,4,4.66,Standard,1.114006615476293,4,1,7.56
15.9,56.89467461842001,Rain,7,2.26,Express,1.8903754902755696,7,1,6.81
41.5,79.9876168993749,Clear,7,0.37,Standard,1.5708537065093962,12,1,9.14
40.0,68.03838120278223,Clear,8,4.58,Express,0.2109447787619282,10,0,5.73
52.2,56.100816278842814,Rain,7,4.66,Standard,1.2432366250703408,15,1,9.42
18.7,68.68041296393861,Rain,8,2.35,Express,0.3350124945289927,7,0,4.07
23.0,47.90519611867364,Clear,5,1.88,Standard,1.1529081856651946,8,1,5.35
42.3,41.06257440211262,Rain,4,4.96,Standard,1.1336294549138701,9,0,8.2
20.2,69.59553608077029,Clear,6,1.81,Standard,0.0,7,1,5.45
35.7,39.802087921788925,Rain,8,5.67,Express,0.7147080720822754,9,0,7.14
23.4,66.56270664954822,Rain,2,1.84,Standard,0.9856799165062816,7,1,5.64
30.6,55.55345649557498,Clear,3,2.7,Standard,0.4945968663040902,7,1,5.79
13.6,13.070050279793634,Rain,4,3.78,Express,1.0202969596735318,5,1,3.88
27.1,44.66111589166709,Rain,2,3.28,Standard,1.3641284439007482,6,1,7.38
4.6,61.02708751044319,Clear,8,1.73,Standard,0.7785848550384711,1,0,4.11
46.5,47.69198804964714,Clear,4,3.64,Standard,0.9572196336957817,13,0,6.58
38.2,10.0,Rain,8,4.51,Standard,1.7683968549891826,7,1,9.02
15.3,78.77350230087089,Clear,5,1.38,Standard,1.1312376082576583,5,0,6.94
58.7,58.048750922889,Clear,2,3.85,Standard,0.9405770027721316,14,0,8.92
45.0,62.9873072428565,Rain,5,2.64,Standard,0.12934443425104758,11,0,7.26
14.0,46.481029260791615,Rain,1,1.45,Standard,1.2697182079721943,4,0,4.91
